Rank,Metals Industry,Number Of Employees,"Change In 
 Rank",Industry,Company Description,"Revenues
 ($millions)","Revenue 
 Change","Profits
 ($millions)","Profit 
 Change","Assets
 ($millions)","Market Value 
 As of 3/31/20 ($m)"
56.0,Sysco,69000.0,-2.0,Wholesale Company,"Sysco Corporation Is An American Multinational Corporation Involved In Marketing And Distributing Food Products, Smallwares, Kitchen Equipment And Tabletop Items To Restaurants, Healthcare And Educational",60114.0,0.024,1674.3,0.17,17967.0,23203.0
57.0,Lockheed Martin,110000.0,3.0,Aerospace And Defense Company,"Lockheed Martin Corporation Is An American Aerospace, Defense, Arms, Security, And Advanced Technologies Company With Worldwide Interests.",59812.0,0.113,6230.0,0.235,47528.0,95539.0
58.0,Hp,56000.0,-3.0,Hardware Company,"Hpis An American Multinational Information Technology Company Headquartered In Palo Alto, California.",58756.0,0.005,3152.0,-0.408,33467.0,24821.0
59.0,Energy Transfer,12812.0,-,Oil & Energy Company,Energy Transfer Partners Is A Company Engaged In Natural Gas And Propane Pipeline Transport.,54213.0,-0.004,3592.0,1.12,98880.0,12374.0
60.0,Goldman Sachs Group,38300.0,2.0,Investment Banking Company,"The Goldman Sachs Group, Inc., Is An American Multinational Investment Bank And Financial Services Company Headquartered In New York City. ",53922.0,0.027,8466.0,-0.191,992968.0,55417.0
61.0,Morgan Stanley,60431.0,2.0,Investment Banking Company,Morgan Stanley Is An American Multinational Investment Bank And Financial Services Company.,53823.0,0.072,9042.0,0.034,895429.0,52102.0
62.0,Caterpillar,102300.0,-4.0,Construction Machinery And Equipment Company,"Caterpillar Inc. Is An American Fortune 100 Corporation Which Designs, Develops, Engineers, Manufactures, Markets, And Sells Machinery, Engines, Financial Products, And Insurance To Customers Via A Worldwide Dealer Network.",53800.0,-0.017,6093.0,-0.009,78453.0,63832.0
63.0,Cisco Systems,75900.0,1.0,Networking Hardware Company,"Cisco Develops, Manufactures And Sells Networking Hardware, Software, Telecommunications Equipment And Other High-technology Services And Products. ",51904.0,0.052,11621.0,104.645,97793.0,166709.0
64.0,Pfizer,88300.0,-3.0,Pharmaceutical Company,"One Of The World's Largest Pharmaceutical Companies,",51750.0,-0.035,16273.0,0.459,167489.0,181075.0
65.0,Hca Healthcare,245000.0,2.0,Health Care Company,Hca Healthcare Is An American For-profit Operator Of Health Care Facilities,51336.0,0.1,3505.0,-0.074,45058.0,30411.0
66.0,Aig,46000.0,-,Finance And Insurance Company,"Aig, Is An American Multinational Finance And Insurance Corporation With Operations In More Than 80 Countries And Jurisdictions. ",49746.0,0.05,3348.0,-,525064.0,20886.0
67.0,American Express,64500.0,5.0,Financial Services Company,The American Express Company Is A Multinational Financial Services Provider.,47020.0,0.086,6759.0,-0.023,198321.0,68983.0
68.0,Delta Air Lines,91224.0,1.0,Airline,"Delta, Is One Of The Major Airlines Of The United States And A Legacy Carrier.",47007.0,0.058,4767.0,0.211,64532.0,18262.0
69.0,Merck,71000.0,7.0,Pharmaceutical Company,It's A Multinational Pharmaceutical Company And One Of The Largest Pharmaceutical Companies In The World.,46840.0,0.107,9843.0,0.582,84397.0,195141.0
70.0,American Airlines Group,133700.0,-2.0,Airline,"The Company's Primary Business Activity Is The Operation Of A Network Air Carrier, Providing Scheduled Air Transportation For Passengers And Cargo.",45768.0,0.028,1686.0,0.194,59995.0,5194.0
71.0,Charter Communications,95100.0,-1.0,Telecommunications Company,American Telecommunications And Mass Media Company With Services Branded As Charter Spectrum. ,45764.0,0.049,1668.0,0.356,148188.0,111924.0
72.0,Allstate,46035.0,10.0,Insurance Company,"The Allstate Corporation Is An American Insurance Company,",44675.0,0.122,4847.0,1.152,119950.0,29071.0
73.0,New York Life Insurance,11519.0,-2.0,Insurance Company,New York Life Insurance Company Is The Third-largest Life Insurance Company In The United States.,44117.0,0.016,1003.8,0.141,330806.0,-
74.0,Nationwide,28114.0,-1.0,Insurance,"Nationwide Mutual Insurance Company Operates As An Insurance And Financial Services Provider. The Company Offers Property And Casualty, Life Insurance, Banking, Retirement, And Investment Services. Nationwide Mutual Insurance Serves Customers Worldwide.",43982.0,0.016,829.7,0.619,239540.0,-
75.0,Best Buy,125000.0,-1.0,Consumer Electronics Company," It Is An American Multinational Consumer Electronics Retailer Headquartered In Richfield, Minnesota.",43638.0,0.018,1541.0,0.053,15591.0,14647.0
76.0,United Airlines Holdings,96000.0,2.0,Airline,"United Airlines Holdings, Inc. Operates As A Holding Company. The Company, Through Its Subsidiaries, Provides Air Transportation Services. United Airlines Holdings Owns And Manages Airlines That Transports People And Cargos. United Airlines Holdings Serves Customers Worldwide.",43259.0,0.047,3009.0,0.413,52611.0,7823.0
77.0,Liberty Mutual Insurance Group,45000.0,-2.0,Insurance Company,The Third-largest Property And Casualty Insurer In The United States.,43228.0,0.013,1044.0,-0.517,133644.0,-
78.0,Dow,36500.0,-,Market Index,"Dow, Is A Stock Market Index That Measures The Stock Performance Of 30 Large Companies Listed On Stock Exchanges In The United States.",42951.0,-,-1359.0,-,60524.0,21716.0
79.0,Tyson Foods,141000.0,1.0,Food Production,"The Company Is The World's Second Largest Processor And Marketer Of Chicken, Beef, And Pork.",42405.0,0.059,2022.0,-0.331,33097.0,21125.0
80.0,Tjx,286000.0,5.0,Department Store Company,"It Is The Leading Off-price Retailer Of Apparel And Home Fashions In The U.s. And Worldwide,",41717.0,0.07,3272.2,0.069,24145.0,57262.0
81.0,Tiaa,16533.0,-2.0,Financial Services,"It's A Leading Provider Of Financial Services In The Academic, Research, Medical And Cultural Fields, Serving More Than 5 Million People. ",40454.0,-0.015,2460.1,0.576,615042.0,-
82.0,Oracle,136000.0,-1.0,Computer Software Company,Oracle Corporation Is An American Multinational Computer Technology Corporation.,39506.0,-0.008,11083.0,1.898,108709.0,152413.0
83.0,General Dynamics,102900.0,9.0,Aerospace And Defense Company,General Dynamics Corporation Is An American Aerospace And Defense Corporation.,39350.0,0.087,3484.0,0.042,48841.0,38398.0
84.0,Deere,73489.0,3.0,Manufacturing Company,"Its An American Corporation That Manufactures Agricultural, Construction, And Forestry Machinery, Diesel Engines, Drivetrains Used In Heavy Equipment, And Lawn Care Equipment.",39258.0,0.051,3253.0,0.374,73011.0,43330.0
85.0,Nike,76700.0,5.0,Footwear Manufacturing Company,"Nike, Inc. Is An American Multinational Corporation That Is Engaged In The Design, Development, Manufacturing, And Worldwide Marketing And Sales Of Footwear, Apparel, Equipment, Accessories, And Services",39117.0,0.075,4029.0,1.084,23717.0,128857.0
86.0,Progressive,41571.0,13.0,Insurance Company,"The Progressive Corporation Is An American Insurance Company, One Of The Largest Providers Of Car Insurance In The United States.",39022.0,0.22,3970.3,0.518,54895.0,43218.0
87.0,Publix Super Markets,207000.0,4.0,Supermarket Company,Publix Super Markets Is The Largest And Fastest-growing Employee-owned Supermarket Chain In The United States.,38463.0,0.057,3005.4,0.262,24507.0,-
88.0,Coca-cola,86200.0,12.0,Soft Drink,"Coca-cola, Or Coke, Is A Carbonated Soft Drink Manufactured By The Coca-cola Company.",37266.0,0.17,8920.0,0.386,86381.0,189983.0
89.0,Massachusetts Mutual Life Insurance,9896.0,-5.0,Insurance Company,"Massmutual Provides Financial Products Such As Life Insurance, Disability Income Insurance, Long Term Care Insurance, Retirement/401 Plan Services, And Annuities. ",37253.0,-0.051,3700.7,8.301,290731.0,-
90.0,Tech Data,15000.0,-2.0,Distribution Company,Its A Multinational Distribution Company Specializing In It Products And Services,36998.0,-0.006,374.5,0.1,13269.0,4645.0
91.0,World Fuel Services,5500.0,-8.0,Energy Company,"World Fuel Services Corporation Is An Energy, Commodities, And Services.",36819.0,-0.074,178.9,0.401,5992.0,1647.0
92.0,Honeywell International,113000.0,-15.0,Multinational Conglomerate Company,Honeywell International Inc. Is A Worldwide Technology And Manufacturing Company.,36709.0,-0.122,6143.0,-0.092,58679.0,94628.0
93.0,Conocophillips,10400.0,-7.0,Natural Gas Liquids Company,"Conocophillips Company Provides Oil Exploration And Production Services. The Company Offers Processes, Refines, And Markets Crude Oil, Natural Gas, And Petroleum Products. Conocophillips Serves Customers Worldwide.",36670.0,-0.053,7189.0,0.149,70514.0,33167.0
94.0,Usaa,35076.0,7.0,Financial Services Company,"Usaa Is A Private Fortune 150 Financial Services Company That Provides Banking, Insurance, And Investment To The Military Community.",35617.0,0.135,4006.3,0.748,173733.0,-
95.0,Exelon,32713.0,-2.0,Nuclear Electric Power Generation Company,Exelon Is One Of The Largest Competitive U.s. Power Generators.,34438.0,-0.043,2936.0,0.461,124977.0,35850.0
96.0,Northrop Grumman,90000.0,12.0,Aerospace And Defense Company,Northrop Grumman Corporation Is An American Global Aerospace And Defense Technology Company.,33841.0,0.124,2248.0,-0.304,41089.0,50719.0
97.0,Capital One Financial,51900.0,1.0,Bank Holding Company,"It's An American Bank Holding Company Specializing In Credit Cards, Auto Loans, Banking, And Savings Accounts.",33766.0,0.043,5546.0,-0.078,390365.0,23063.0
98.0,Plains Gp Holdings,5000.0,-4.0,Investment Management,Its One Of The Largest Energy Infrastructure And Logistics Companies In North America.,33669.0,-0.011,331.0,-0.009,29969.0,1022.0
99.0,Abbvie,30000.0,-3.0,Pharmaceuticals,Abbvie Is An American Publicly Traded Biopharmaceutical Company Founded In 2013.,33266.0,0.016,7882.0,0.386,89115.0,112508.0
100.0,Stonex Group,2012.0,12.0,Financial Services,Stonex Group Inc. Is A Financial Services Organization.,32897.0,0.191,85.1,0.533,9936.0,700.0
101.0,Enterprise Products Partners,7300.0,-12.0,Oil And Gas,Its An American Midstream Natural Gas And Crude Oil Pipeline Company With Headquarters In Houston.,32789.0,-0.103,4591.3,0.1,61733.0,31306.0
102.0,Northwestern Mutual,5964.0,9.0,Insurance And Investments,Northwestern Mutual Is An American Financial Services Mutual Organization Based In Milwaukee. ,32294.0,0.109,1268.0,0.619,290318.0,-
103.0,3m,96163.0,-8.0,Multinational Conglomerate Company,"The 3m Company Is An American Multinational Conglomerate Corporation Operating In The Fields Of Industry, Worker Safety, Us Health Care, And Consumer Goods.",32136.0,-0.019,4570.0,-0.146,44659.0,78529.0
104.0,Abbott Laboratories,107000.0,-1.0,Medical Device Company,Abbott Laboratories Is An American Multinational Medical Devices And Health Care Company.,31904.0,0.043,3687.0,0.557,67887.0,139153.0
105.0,Chs,10703.0,-8.0,Food Company,"Chs Is A Global Agribusiness Owned By Farmers, Ranchers And Cooperatives Across The United States. ",31901.0,-0.024,829.9,0.07,16448.0,-
106.0,Travelers,30800.0,-,Insurance Company,"Travelers Provides Insurance Coverage To Protect The Things That Are Important To You – Your Home, Your Car, Your Valuables And Your Business.",31581.0,0.043,2622.0,0.039,110122.0,25337.0
107.0,Philip Morris International,73500.0,3.0,Cigarette Company,American Multinational Cigarette And Tobacco Manufacturing Company.,29805.0,0.006,7185.0,-0.092,42875.0,113606.0
108.0,Raytheon,70000.0,6.0,Aerospace And ‎defense,"Raytheon Technologies Corporation Is An Aerospace And Defense Company That Provides Advanced Systems And Services For Commercial, Military And Government Customers Worldwide.",29176.0,0.078,3343.0,0.149,34566.0,36518.0
109.0,Hewlett Packard Enterprise,61600.0,-7.0,Information Technology Solution,"The Company Offers Enterprise Security, Analytics And Data Management, Applications Development And Testing, Data Center Care, Cloud Consulting, And Business Process Services. Hewlett Packard Enterprise Serves Customers Worldwide.",29135.0,-0.056,1049.0,-0.45,51803.0,12510.0
110.0,Arrow Electronics,19300.0,-1.0,Information Technology & Services,The Company Specializes In Distribution And Value Added Services Relating To Electronic Components And Computer Products.,28917.0,-0.026,-204.1,-1.285,16401.0,4183.0
111.0,Viacomcbs,26280.0,106.0,Mass Media Company,Global Media And Entertainment Company,27812.0,0.916,3308.0,0.688,49519.0,8798.0
112.0,Dollar General,143000.0,7.0,Variety Store Company,Dollar General Corporation Is An American Chain Of Variety Stores ,27754.0,0.083,1712.6,0.077,22825.0,38046.0
113.0,U.s. Bancorp,69651.0,4.0,Banking,"U.s. Bancorp Is A Diversified Financial Services Company That Provides Lending And Depository Services, Cash Management, Foreign Exchange And Trust And Investment Management Services. The Company Also Provides Credit Card Services, Mortgage Banking, Insurance, Brokerage, And Leasing. U.s Bancorp Operates In The Midwest And Western United States.",27325.0,0.06,6914.0,-0.026,495426.0,52408.0
114.0,Starbucks,346000.0,7.0,Coffeehouse Company,American Multinational Chain Of Coffeehouses And Roastery Reserves ,26509.0,0.072,3599.2,-0.203,19220.0,77179.0
115.0,Bristol-myers Squibb,30000.0,23.0,Pharmaceutical Company,"The Company Develops, Licenses, Manufactures, Markets, And Sells Pharmaceutical And Nutritional Products. Bristol-myers Squibb Focuses On Products And Experimental Therapies Address Cancer, Heart Disease, Hiv And Aids, Diabetes, Rheumatoid Arthritis, Hepatitis, Organ Transplant Rejection, And Psychiatric Disorders.",26145.0,0.159,3439.0,-0.301,129944.0,126110.0
116.0,Us Foods Holding,28000.0,9.0,Retail Company, The Company Is A Foodservice Distributor In The United States.,25939.0,0.073,385.0,-0.054,11288.0,3898.0
117.0,Mondelez International,80000.0,-1.0,Food Processing Company,"Mondelēz, Is An American Multinational Confectionery, Food, Holding And Beverage And Snack Food.",25868.0,-0.003,3870.0,0.145,64549.0,71762.0
118.0,Paccar,27000.0,12.0,Manufacturing Company,Largest Manufacturers Of Medium- And Heavy-duty Trucks In The World,25600.0,0.09,2387.9,0.088,28361.0,21175.0
119.0,Thermo Fisher Scientific,75000.0,5.0, Laboratory Equipment,"American Provisioner Of Scientific Instrumentation, Reagents And Consumables, And Software And Services To Healthcare, Life Science, And Other Laboratories In Academia, Government, And Industry.",25542.0,0.049,3696.0,0.258,58381.0,113108.0
120.0,Macy's,123000.0,-2.0,Department Store Company,"Department Store, An Iconic Brand And Retail Industry Leader.",25331.0,-0.016,564.0,-0.491,21172.0,1520.0
121.0,Jabil,200000.0,19.0,Electronics Manufacturing Services,"The Company Offers Digital Prototyping, Printed Electronics, Device Integration, Circuit Designing, And Volume Board Assembly Services. Jabil Serves Automotive, Consumer Health, Data Centers, Energy, And Defense And Aerospace Sectors Worldwide.",25282.0,0.144,287.1,2.326,12971.0,3738.0
122.0,Kraft Heinz,37000.0,-7.0,Food & Beverages,It Is An American Food Company Formed By The Merger Of Kraft Foods And Heinz And Is Co-headquartered In Chicago.,24977.0,-0.049,1935.0,-,101450.0,30226.0
123.0,Duke Energy,28793.0,3.0,Holding Company,Duke Energy Is One Of The Largest Energy Holding Companies In The United States.,24658.0,0.022,3748.0,0.406,158838.0,59368.0
124.0,Tesla,48016.0,20.0,Electric Car Company,"Tesla, Inc. (formerly Tesla Motors, Inc.) Is An American Electric Vehicle And Clean Energy Company Based In Palo Alto, California.",24578.0,0.145,-862.0,-,34309.0,96473.0
125.0,Pbf Energy,3442.0,-12.0,Petroleum Refining Company,"Pbf Energy Inc. Is A Petroleum Refiner And Supplier Of Unbranded Transportation Fuels, Heating Oils, Lubricants, Petrochemical Feedstocks, And Other Petroleum Products.",24508.0,-0.099,319.4,1.489,9132.0,848.0
126.0,Qualcomm,37000.0,11.0,Semiconductor Company,Qualcomm (qcom) Is Known For Designing And Manufacturing Wireless Telecommunications Products.,24273.0,0.074,4386.0,-,32957.0,77327.0
